token,score
nonstatin,0.21426577717801434
lipid-lowering,0.22203794164681256
agents,0.21065527133620535
and,0.06732569022468213
hip,0.25895154225507955
fracture,0.2103175680378513
risk.,0.1845845969005692
Clear,0.3843703951986922
relationships,0.38320970294326334
were,0.43553558792655184
observed,0.45519586544819834
between,0.24980678733843006
the,0.348043937245862
degree,0.4641233737841125
of,0.4932154376514562
reduction,0.46856213935797586
in,0.4833798604482374
hip,0.5294563356521651
fracture,0.5015517153320298
risk,0.5594432970861143
and,0.21005110655594414
the,0.30921362140983155
extent,0.45702214515684886
of,0.47383828964970476
statin,0.3806878181201655
use;,0.43740659718025005
there,0.36449952728429635
was,0.36867326181340115
no,0.338884166479084
evidence,0.3259893603234977
of,0.33586115375857345
such,0.3023636665546361
relationships,0.2865983115146775
with,0.23995557611852686
nonstatin,0.3191069053085458
lipid-lowering,0.3512077559144856
agents.,0.3243028694724234
After,0.7827151356078411
adjusting,0.7519457737895823
for,0.6854913604986
extent,0.7086707141804245
of,0.7047447626016794
statin,0.6495759398149314
use,0.6670109141511935
in,0.6785361972609381
the,0.7108504685811434
prior,0.6823266799404016
3,0.68499384605776
"years,",0.6816151954710552
current,0.7856128169142154
use,0.703642500961898
(on,0.7549042509965892
the,0.7044920296716594
index,0.6543551737871591
date),0.631217924180675
was,0.8065906315617168
associated,0.8223713249388303
with,0.8082259722863566
a,0.8237375458464502
71%,0.8247090607680176
reduction,0.7744872851049038
in,0.8103736902596765
risk,0.8066435621577395
(adjusted,0.7811512161307143
"OR,",0.7497632017120553
0.29;,0.7057284491475545
95%,0.3796628893234378
"CI,",0.39139878629288594
0.10-0.81).,0.2673683916885567
The,0.005952600913600947
relationship,0.006270033294572481
between,0.005584395877525279
statin,0.008681013242824007
use,0.011130808504634732
and,0.005556032444425845
hip,0.02545295947603032
fracture,0.014720800080695803
risk,0.0045672528767531535
persisted,0.00622420587685905
after,0.006457928373409798
controlling,0.004925310733143722
for,0.0034927996083875495
variables,0.003032569340633638
such,0.0032918057949843007
as,0.003613901636161976
the,0.0029583380395079577
number,0.003647141616879793
of,0.003433962198847257
"medications,",0.003079470392822212
the,0.003904899387036171
Charlson,0.006494660024112092
comorbidity,0.0030365797872013286
index,0.004113840502554973
"score,",0.005200255113799076
and,0.0044930563472859245
hospitalization,0.002383103720989668
or,0.003096532797909336
nursing,0.0033453384216270182
home,0.004041648054157442
stay,0.0032250171307631583
in,0.002878470522836592
the,0.0031640925201337996
last,0.0032105274661023155
180,0.004248168845823784
"days,",0.0026309644258581282
as,0.004172721409833991
well,0.004555273611343221
as,0.003906733216620347
after,0.005199312888790485
excluding,0.0038185531318223487
patients,0.004106693724061583
who,0.004537742410094368
were,0.004070393832324018
in,0.005266742118413208
a,0.003375943305598088
nursing,0.0039984157125390754
home,0.004358571980676821
prior,0.0047582948115248175
to,0.003753774599209897
their,0.003954299969318547
index,0.0041129224303670985
date,0.002720568699991413
or,0.0039930822038937155
who,0.004438861755267921
died,0.003969457875854019
in,0.008217600048421885
the,0.0038046279733109823
year,0.002223369948456626
after,0.005010926176523174
their,0.00569490056847742
index,0.006624831487783827
date.,0.0035833811977629393
Use,0.18546373697589832
of,0.1655992081350343
nonstatin,0.16018686651962477
lipid-lowering,0.2003616200714853
agents,0.10402964294157137
was,0.054404745234573414
not,0.0350794311985981
observed,0.044540534435975596
to,0.037587404372377196
be,0.04869284829253377
associated,0.09244960651707962
with,0.09830282415987049
reduction,0.11214940003124158
in,0.11342849740907555
hip,0.16771786447583414
fracture,0.17305066654113058
risk,0.1411199099272952
in,0.052374998389122
any,0.03322938908828901
of,0.0181459200664673
these,0.03167839075122084
alternative,0.02171627854795443
models,0.0603071197909355
or,0.015115483431453034
analyses.,0.061325129224336354
CONCLUSIONS,0.7034075076756743
These,0.5736379832840657
findings,0.5813978629386792
support,0.49546779067036345
an,0.5787301696166672
association,0.530189715247163
between,0.5936062759791998
statin,0.6419045107866969
use,0.6460960506761697
by,0.6317910972396559
elderly,0.6303548417517197
patients,0.5880192661697052
and,0.5730273102723142
reduction,0.5967838726676336
in,0.6147274064674875
the,0.5957770162095932
risk,0.6217071315741338
of,0.6694193142443572
hip,0.6356720187560638
fracture.,0.5867236294657455
Controlled,0.0029377606018358557
trials,0.0027734853783535508
are,0.0045400552572189634
needed,0.0032140727502200776
to,0.0030377803415960955
exclude,0.0025489113140787223
the,0.0023189649054083
possibility,0.002814654435000448
of,0.003429471916556953
unmeasured,0.00244527270283692
confounders.,0.0022490255112422356
JAMA.,0.04922841216976928
2000;283:3211-3216,0.025221320780156476
Efforts,0.0023721890642622164
to,0.0015285799126485504
develop,0.0013361778189449234
drugs,0.0010853377965818127
for,0.0013363353094691258
Alzheimer's,0.0011566897235603636
disease,0.0012281795656098851
(AD),0.0011553083032727527
have,0.002049029172057233
shown,0.0020759038443467965
promise,0.001232071937229621
in,0.0013783198778289072
animal,0.0009540354127689964
"studies,",0.0014283416360517003
only,0.0017027021949730578
to,0.0015295925748608585
fail,0.0012510015630153538
in,0.001395805674307298
human,0.0010632722582815564
"trials,",0.0011779590284303656
suggesting,0.0018433782032960164
a,0.0013901010848786876
pressing,0.0011668663253068666
need,0.0011453019357958473
to,0.0010066544321534116
study,0.0012256141436621
AD,0.0012587101235624792
in,0.0010450612428584505
human,0.000961850051453106
model,0.0010754572173490948
systems.,0.0009027891642435448
Using,0.8915303869659836
human,0.8790280077877185
neurons,0.8475205099002653
derived,0.841971246563685
from,0.8438407584053593
induced,0.8913208665672109
pluripotent,0.8007874470230553
stem,0.81142671636771
cells,0.8614210478902121
that,0.8448091256583821
expressed,0.8547971842135461
apolipoprotein,0.8574018200930097
E4,0.8060806311179338
"(ApoE4),",0.790617122496313
a,0.8471864454988716
variant,0.8337363049989185
of,0.8551898758345355
the,0.831182628150795
APOE,0.7549312031101815
gene,0.8074641952261201
product,0.8490723550775904
and,0.8545816420472614
the,0.8647985025237324
major,0.8140040069934295
genetic,0.820038149064336
risk,0.8102820891091803
factor,0.8356228721952248
for,0.797089846660322
"AD,",0.7769084147748597
we,0.8465559698809241
demonstrated,0.8601337298384995
that,0.8976770677283894
ApoE4-expressing,0.9086274283713316
neurons,0.8989383576336472
had,0.9178122628656524
higher,0.9164839728447522
levels,0.9170833709134201
of,0.9299768629193877
tau,0.8758807269807157
"phosphorylation,",0.8935462503020317
unrelated,0.9092029555297424
to,0.8851671751033796
their,0.9104622366112567
increased,0.9157429013547871
production,0.8757700154362068
of,0.876532008323375
amyloid-β,0.871482872174644
(Aβ),0.42819971961333786
"peptides,",0.4454112844120444
and,0.5464620869075983
that,0.5903713007923636
they,0.4725453869905843
displayed,0.5396423622771197
GABAergic,0.5119430500258422
neuron,0.5042015945596001
degeneration.,0.49919506138811637
ApoE4,0.6063340978529662
increased,0.6054835783656733
Aβ,0.6329201723609446
production,0.6205229873922515
in,0.6314851452979967
"human,",0.5533410016631868
but,0.6603206343695459
not,0.6357836515024109
in,0.6425149537845496
"mouse,",0.5088521364249708
neurons.,0.6313661752829801
Converting,0.38442888007955245
ApoE4,0.5073202795673752
to,0.3991838097240677
ApoE3,0.49569001665937146
by,0.5434000291789953
gene,0.3765560903641946
editing,0.4034820020189674
rescued,0.4404603526052821
these,0.30459732690333197
"phenotypes,",0.25593461936938594
indicating,0.13151677815378213
the,0.11735052858044236
specific,0.08988772707301824
effects,0.12026919631059521
of,0.12829152969419516
ApoE4.,0.17273409954913432
Neurons,0.11555185810855058
that,0.11295395218323195
lacked,0.16824490545315132
APOE,0.20447658793644322
behaved,0.13098598773421108
similarly,0.13962772945733
to,0.1698008808678796
those,0.1539577793143039
expressing,0.2091853681553043
"ApoE3,",0.23195520770255507
and,0.210283451844312
the,0.16701109739318032
introduction,0.17870165143056135
of,0.19734002611691034
ApoE4,0.22447198755006378
expression,0.185722695809923
recapitulated,0.130297517407186
the,0.11346164840033626
pathological,0.0752629671043322
"phenotypes,",0.08590961200498932
suggesting,0.14556138967436016
a,0.10010666476787934
gain,0.09369147480556377
of,0.09956465505652444
toxic,0.05799957735565868
effects,0.08408929634276566
from,0.16783470323121782
ApoE4.,0.4633510014086823
Treatment,0.6422996615195178
of,0.7186960367566337
ApoE4-expressing,0.6983392281627877
neurons,0.6617696074747269
with,0.6654146526340035
a,0.6845675753825897
small-molecule,0.6672819016338652
structure,0.5668616942383369
corrector,0.6045884622631746
ameliorated,0.7500021494799429
the,0.6030545931706435
detrimental,0.5155675239576868
"effects,",0.5829665081412372
thus,0.5790744636683419
showing,0.5932366665187878
that,0.5127697158076232
correcting,0.5215340145855638
the,0.40733348278458165
pathogenic,0.4564858828051019
conformation,0.3794720335776795
of,0.5338343287878521
ApoE4,0.5412275202714023
is,0.3670644702533781
a,0.3329352399019126
viable,0.2731474627459109
therapeutic,0.3616803802902211
approach,0.33499704357131393
for,0.3268857099840333
ApoE4-related,0.5312273019486513
AD.,0.45195490787332354
BACKGROUND,0.020047675561420144
Human,0.005590806313909138
immunodeficiency,0.0031244356528229936
virus,0.0034228714854426783
(HIV),0.0034153081619840557
infection,0.0044032316816402526
is,0.005195585119804181
the,0.006195144643766192
strongest,0.006285504603558933
risk,0.0034220282146815045
factor,0.00352152038122494
for,0.006155062756822916
developing,0.006166378978002863
tuberculosis,0.0036878712993100265
and,0.010790671010443035
has,0.004356745196054471
fuelled,0.0035356870664724586
its,0.005223662836201119
"resurgence,",0.004581238606462466
especially,0.004400826309338761
in,0.006260270593811745
sub-Saharan,0.0032832872095128157
Africa.,0.00486726029035291
In,0.0027857093896785927
"2010,",0.0019613856501068403
there,0.002517964877797418
were,0.0031362353818696247
an,0.002469365673260997
estimated,0.0024680786708072646
1.1,0.0018444102797669504
million,0.0018418394973989624
incident,0.0016241701127953998
cases,0.0018436769722555498
of,0.0021038689334930295
tuberculosis,0.0016343536724132835
among,0.0021450535198268106
the,0.0020748999745097262
34,0.0016138993049970329
million,0.001387041699683743
people,0.0019264068749151337
living,0.0018276637342712636
with,0.0018737189963349153
HIV,0.001624551348410399
worldwide.,0.002073648408632943
Antiretroviral,0.0018338993695347632
therapy,0.00137932836628457
has,0.0016503159857138925
substantial,0.0016468345875606735
potential,0.0010558295087456486
to,0.0014623202111256639
prevent,0.001311598796952498
HIV-associated,0.0010581684410540188
tuberculosis.,0.0011333449624401646
We,0.0018382194619489815
conducted,0.0011553143561208244
a,0.0011382941633158049
systematic,0.0008171041661936399
review,0.0010221727210063087
of,0.001343139998307926
studies,0.0008714281279357835
that,0.001123019808706956
analysed,0.0011737448026890168
the,0.0011878398672327832
impact,0.0008736435705293403
of,0.0010687144545168468
antiretroviral,0.0008394205024955649
therapy,0.0007598345784533459
on,0.0012239820315507607
the,0.0011084648404263158
incidence,0.0006457603245918844
of,0.0011169416907307681
tuberculosis,0.0006619215101010771
in,0.0010787517669028862
adults,0.0007808396649447927
with,0.0007054817063123519
HIV,0.0007282408788227724
infection.,0.0006396164743809493
METHODS,0.07496563284324839
AND,0.027434890803782398
FINDINGS,0.11491847871364057
"PubMed,",0.0006054800178427933
"Embase,",0.0006728710920243539
African,0.0004407530742884198
Index,0.0006345262787430891
"Medicus,",0.000670720194650632
"LILACS,",0.00047374445993500497
and,0.0007190594780473768
clinical,0.0003863689231610515
trial,0.0004216332649505075
registries,0.0005552292974443249
were,0.0005344002733494085
systematically,0.00044858598704492923
searched.,0.0004752779175071721
Randomised,0.0007251964367045908
controlled,0.0005678726437887766
"trials,",0.0005691441262345067
prospective,0.0006656698012329888
cohort,0.0009101761814610886
"studies,",0.0005204378939317626
and,0.0009116581664575444
retrospective,0.000500951469539649
cohort,0.0007592785042504619
studies,0.0005554120386002838
were,0.0007341309257118784
included,0.000538951154288293
if,0.0006601996671020319
they,0.0007354785554657318
compared,0.0006093686984554004
tuberculosis,0.00063092467839147
incidence,0.0006246432097836522
by,0.0007099720992701224
antiretroviral,0.0005788632331168326
therapy,0.0006064988446359914
status,0.0006625659106961735
in,0.0008185526973332233
HIV-infected,0.0005678553237962765
adults,0.0006005193626116222
for,0.0007171443437083382
a,0.000878432155327956
median,0.0006132753245831992
of,0.0011320361424564092
over,0.0007572947599378286
6,0.0009644920123808746
mo,0.0009369628238636145
in,0.0008299827537622899
developing,0.0005989909729208312
countries.,0.0005715524787708276
For,0.042649390595283596
the,0.02530692072038296
meta-analyses,0.023892746904744574
there,0.018331961255126344
were,0.020475486779120165
four,0.018321818987321915
categories,0.019484108259984586
based,0.012366982472394783
on,0.020422311765730186
CD4,0.08136191924674252
counts,0.0337087020496278
at,0.029285284229449895
antiretroviral,0.027645325070094037
therapy,0.05859833900517268
initiation:,0.04247177945200539
(1),0.04718998308362525
less,0.0809066629226579
than,0.066741810986633
200,0.1126155976020225
"cells/µl,",0.08378383020979065
(2),0.0440295970488882
200,0.12201750217497001
to,0.07820837688982958
350,0.11861240580630704
"cells/µl,",0.10995806281226085
(3),0.014442951162332811
greater,0.011220850505462721
than,0.013040129038228643
350,0.006242911205161427
"cells/µl,",0.015427697041352233
and,0.014487371041534518
(4),0.013441388024274173
any,0.00937857404610029
CD4,0.006317233065368306
count.,0.006949684924219767
Eleven,0.0018446850707615114
studies,0.003156881604709659
met,0.001840403243846548
the,0.0027529580394817354
inclusion,0.0019062018459544625
criteria.,0.0018514725278397657
Antiretroviral,0.9259528170165106
therapy,0.9186593552009729
is,0.9157506272954246
strongly,0.9080586149747426
associated,0.9297893045997733
with,0.9200422893542926
a,0.9260358005078805
reduction,0.9361817474335018
in,0.9336330138014427
the,0.9374568711348925
incidence,0.9396131214431499
of,0.9438320152221066
tuberculosis,0.9112641856663445
in,0.935859065637267
all,0.9243047295960901
baseline,0.9337011733866879
CD4,0.9270955288410054
count,0.925693226185158
categories:,0.9295519300081001
(1),0.9503341237014976
less,0.933589693654894
than,0.9444634052041111
200,0.9246448868394553
cells/µl,0.9138139602526412
(hazard,0.921837683209463
ratio,0.9211548707675441
[HR],0.9297278788469711
"0.16,",0.9331583543677929
95%,0.9519464142664165
confidence,0.9312604206779236
interval,0.9275137045848854
[CI],0.9157727438420649
0.07,0.9207241978101427
to,0.8955590816614055
"0.36),",0.9044688179058519
(2),0.9295553023142611
200,0.8735673279903866
to,0.9041539233997973
350,0.852558686266332
cells/µl,0.8747167838314017
(HR,0.8988990923043253
"0.34,",0.8317161468782901
95%,0.9304365002216143
CI,0.8784137994283094
0.19,0.8473200938381679
to,0.8873643929951344
"0.60),",0.8367455493456808
(3),0.9106533227819887
greater,0.94571181166105
than,0.9421504512651074
350,0.4175475436576471
cells/µl,0.43118420486055503
(HR,0.40742677575527214
"0.43,",0.37083494490389957
95%,0.5554118471954507
CI,0.5269986387236285
0.30,0.4469406853567282
to,0.5219060711526612
"0.63),",0.42301743513991064
and,0.403469019046361
(4),0.4577408017424097
any,0.41681322809565347
CD4,0.4185543615104695
count,0.43349088931783175
(HR,0.2895406995012076
"0.35,",0.3249678913434919
95%,0.19404483086608593
CI,0.43180598521694186
0.28,0.3492854310449112
to,0.38844256252283377
0.44).,0.2727385128723608
There,0.035425505568308556
was,0.03396488549859819
no,0.02400439705719149
evidence,0.017369915580748508
of,0.017582433839658736
hazard,0.01196441365476849
ratio,0.015316987654132948
modification,0.01537913564873426
with,0.017163118173230393
respect,0.013871492754984371
to,0.013048180079112398
baseline,0.00982333033574701
CD4,0.017799145211644114
count,0.011539631149254591
category,0.01311283927861794
(p,0.024671127887533638
=,0.03569670841488844
0.20).,0.02815989659658066
CONCLUSIONS,0.7023608174160079
Antiretroviral,0.42748659965287006
therapy,0.39539808593998876
is,0.29666730699311994
strongly,0.31967087737619504
associated,0.4347970613715251
with,0.4319378809314895
a,0.4589203620757512
reduction,0.38805203453636455
in,0.39232146453936445
the,0.3406003132060469
incidence,0.3727047400789692
of,0.37932741067617254
tuberculosis,0.25702872101980245
across,0.2972208150641402
all,0.24773284878883645
CD4,0.35719779420518055
count,0.26332140346451965
strata.,0.19352489076180918
Earlier,0.20383247642173088
initiation,0.1816501397176571
of,0.1663749036241377
antiretroviral,0.16225245681952746
therapy,0.1530414387311355
may,0.0974399234807348
be,0.09984416084863908
a,0.13048614875810277
key,0.13052884094352343
component,0.12494044496910424
of,0.13157981989214612
global,0.15980626910898071
and,0.02335938099752049
national,0.018314997663721057
strategies,0.012254728062766404
to,0.01083142263177255
control,0.010745249661908075
the,0.01293324708039901
HIV-associated,0.010382342736335034
tuberculosis,0.013620265348871112
syndemic.,0.00871135563367437
REVIEW,0.02238285102367886
REGISTRATION,0.053479449639699354
International,0.009335679494244534
Prospective,0.005688738263470652
Register,0.00797436564318883
of,0.008721280801950964
Systematic,0.005066963605235374
Reviews,0.012405746450129306
CRD42011001209,0.012006377616593084
Please,0.014917669028947977
see,0.011353366936952502
later,0.01194275243375828
in,0.014892649539506144
the,0.01175925370793136
article,0.008448164982901971
for,0.012346065203119025
the,0.008039374169069975
Editors',0.005153131296762832
Summary.,0.01089801933311229
Somatic,0.026181701872784978
mutations,0.015118461615492462
that,0.015550161473625708
activate,0.019326825862861767
phosphoinositide,0.029165574150783018
3-kinase,0.04991043045569916
(PI3K),0.01575284977841114
have,0.006924192918494927
been,0.005279238856819159
identified,0.007666008901845495
in,0.010363472973100363
the,0.01316675374948273
p110-alpha,0.053644879580458806
catalytic,0.012333367234286075
subunit,0.0182578626669062
(encoded,0.008830067026089253
by,0.014567727206225517
PIK3CA).,0.026998241435666964
They,0.010134089390858579
are,0.008596674557481313
most,0.006227749179725961
frequently,0.008144855740420863
observed,0.011196601075745648
in,0.012115072355636258
two,0.009311338894124988
hotspots:,0.007418445434913148
the,0.009775628729269546
helical,0.013641983374646848
domain,0.010413968657538875
(E545K,0.01228018512726591
and,0.02622987667124234
E542K),0.021817379954579337
and,0.009666559318843929
the,0.00979839012275909
kinase,0.01292945676706697
domain,0.011309367681502404
(H1047R).,0.013371714339623753
Although,0.0099711402321303
the,0.015466843589182369
p110-alpha,0.06266131216907435
mutants,0.014543443145446403
are,0.0077714637076132876
transforming,0.00501126853702979
in,0.008211267870633318
"vitro,",0.01233578669850962
their,0.008139287438784986
oncogenic,0.006376581878176046
potential,0.0047113319541297214
has,0.0028728817429677705
not,0.0028318549630295454
been,0.002366766777087828
assessed,0.0025516447327337205
in,0.003872815662078196
genetically,0.0027259267998936947
engineered,0.0030372922660209176
mouse,0.006969891810131903
models.,0.0039220448020170235
"Furthermore,",0.009159416934761914
clinical,0.01187814227840135
trials,0.014317360823218286
with,0.025686753073488233
PI3K,0.0026370869600793657
inhibitors,0.0011782241463092976
have,0.0010580845217003489
recently,0.0007854419380899514
been,0.000876748047726842
"initiated,",0.0008381399009454286
and,0.001339155455183893
it,0.0009172750216196713
is,0.0010868069772508025
unknown,0.0009063489557989195
if,0.0008870572267081565
their,0.0009278617994867834
efficacy,0.0009654868004383154
will,0.0009096577305223234
be,0.000898097868063959
restricted,0.0007224391896838326
to,0.0010280047082898678
"specific,",0.0007864539556551321
genetically,0.0006087311846743686
defined,0.0008832943044261152
malignancies.,0.0009322992820848486
In,0.00473990726194494
this,0.004520068099087819
"study,",0.0033507530274882935
we,0.006498057673996865
engineered,0.0037083123884438718
a,0.003320984129988067
mouse,0.0027221844113353563
model,0.0025877528116293913
of,0.0037482738176651694
lung,0.0035308880747356567
adenocarcinomas,0.0032050294663565114
initiated,0.003435134859474426
and,0.005462857666361897
maintained,0.003406698516293815
by,0.004882794987318475
expression,0.004383391582327022
of,0.0045238018944296415
p110-alpha,0.0046688571920816
H1047R.,0.003969212798071078
Treatment,0.07267513129787227
of,0.06714392328482768
these,0.09407574996924617
tumors,0.08497674155838936
with,0.09690124116325459
"NVP-BEZ235,",0.11962215007993451
a,0.14007446362683307
dual,0.09632249035885475
pan-PI3K,0.09270294775171568
and,0.16354651566864267
mammalian,0.06928506913807182
target,0.111733022284585
of,0.16570020541027086
rapamycin,0.14871754001963378
(mTOR),0.09435683726165617
inhibitor,0.10291241469073678
in,0.07303433211907603
clinical,0.04641575923585528
"development,",0.10474436409493343
led,0.09542064012888445
to,0.09614963193702245
marked,0.08005745108939483
tumor,0.06176572780768884
regression,0.0461617906735568
as,0.08117028492867213
shown,0.0488438536019886
by,0.059449600808082266
positron,0.045485124996585365
emission,0.07659240019275321
tomography-computed,0.024408917865880952
"tomography,",0.00965914202674169
magnetic,0.01268610468472344
resonance,0.011022728634405263
imaging,0.02192610618219538
and,0.022309049904994098
microscopic,0.012698330159974236
examination.,0.02381291084807548
In,0.33002471934466004
"contrast,",0.300845082645724
mouse,0.416522759583133
lung,0.30011591648058866
cancers,0.35632708483300235
driven,0.303928345866329
by,0.44959151326077174
mutant,0.3327814637523292
Kras,0.2565004382597443
did,0.3717805230388354
not,0.3460705835678679
substantially,0.3448833952223906
respond,0.29468813955905343
to,0.3569869393048193
single-agent,0.2498235708054768
NVP-BEZ235.,0.33111324466859404
"However,",0.5856719118220437
when,0.6006437223089592
NVP-BEZ235,0.599235532224132
was,0.5661103220140469
combined,0.5602719505965992
with,0.5235602547256859
a,0.539068557530753
mitogen-activated,0.6451494940482256
protein,0.5875074142656178
kinase,0.5255297753883849
kinase,0.5447290052367231
(MEK),0.4806979412814653
"inhibitor,",0.5626714019163989
"ARRY-142886,",0.5932962611625959
there,0.6904828008154077
was,0.6659110556216292
marked,0.6414152990454068
synergy,0.6256986734213262
in,0.6826528876371311
shrinking,0.6041171421519922
these,0.558130710363842
Kras-mutant,0.48433681736719536
cancers.,0.5320090959481337
These,0.391975010822954
in,0.398970499428708
vivo,0.46994451741321397
studies,0.39622553152820017
suggest,0.38244440049242556
that,0.30545033210911393
inhibitors,0.3032817170594674
of,0.40285726583148984
the,0.3182707661378541
PI3K-mTOR,0.37967259381445795
pathway,0.46387548093567416
may,0.644202182440531
be,0.6737989508183855
active,0.7102572941710311
in,0.7316188394766829
cancers,0.570689662803288
with,0.6445535594135172
PIK3CA,0.6803831171744997
mutations,0.6858281730518827
"and,",0.7888165606352182
when,0.6719924122617442
combined,0.6244684672670628
with,0.6134489263175419
MEK,0.6776399241912502
"inhibitors,",0.6218888156617376
may,0.725029143299833
effectively,0.7015220669531052
treat,0.7215273705174527
KRAS,0.6431359847946205
mutated,0.729067591724993
lung,0.6429793541755626
cancers.,0.6253228560732387
In,0.030945318694986193
this,0.01705248913152093
"study,",0.01350538160462332
we,0.027080864760778714
describe,0.01150814363994269
the,0.007596679124484939
3D,0.007274460863768064
chromosome,0.00960476551124882
regulatory,0.007882661748515318
landscape,0.007556196970167758
of,0.00936643668266686
human,0.009833523187785551
naive,0.013354843296371053
and,0.007380631544554345
primed,0.004410539407267299
embryonic,0.008423184955007981
stem,0.007046478418471177
cells.,0.00942649580745623
To,0.011048156861065405
devise,0.004283884669705803
this,0.008604714791557116
"map,",0.005843666063714889
we,0.013827800008253637
identified,0.011924279916930137
transcriptional,0.013398495832595768
enhancers,0.01453160799198407
and,0.013928148464770319
insulators,0.013614376113361188
in,0.026279482926867277
these,0.014382366213132863
cells,0.016580927364305966
and,0.009153756074508976
placed,0.008341848761597017
them,0.00887468060288831
within,0.004150294662666949
the,0.005397749468514385
context,0.0062539996922256385
of,0.009400366437390454
cohesin-associated,0.014893321133026723
CTCF-CTCF,0.018692666880347528
loops,0.017645806536827607
using,0.006231746281381302
cohesin,0.014617830065751541
ChIA-PET,0.009662321805439807
data.,0.00819024912133021
The,0.16627510568970122
CTCF-CTCF,0.15560866163910547
loops,0.14628956206200597
we,0.17104374767417968
identified,0.1496868591919702
form,0.12599692981886637
a,0.12786900229079345
chromosomal,0.11513226445388203
framework,0.1291811666091603
of,0.1311504826351455
insulated,0.13232984949237603
"neighborhoods,",0.12498337610486339
which,0.14020682869323609
in,0.13084581138546145
turn,0.14901598909344058
form,0.1054804626424576
topologically,0.058831739705977514
associating,0.09770742229437256
domains,0.11764048923908159
(TADs),0.07002562124830174
that,0.1230852831936799
are,0.06903026678558169
largely,0.10651693204787545
preserved,0.10182851356224376
during,0.1303362250221934
the,0.10074122448215617
transition,0.12218943748524032
between,0.08122463335774505
the,0.13972013157048999
naive,0.1509045024982469
and,0.11343372427381267
primed,0.06905063249280617
states.,0.10884808554352762
Regulatory,0.06079444445621091
changes,0.06459810933719039
in,0.05674574186437885
enhancer-promoter,0.08614645589391931
interactions,0.0746208461903892
occur,0.05108788003725667
within,0.05126041022058376
insulated,0.04484965500120787
neighborhoods,0.06414109178965739
during,0.06512233566697444
cell,0.11169540996828592
state,0.07007939238881858
transition.,0.058042265752933316
The,0.18729022181701632
CTCF,0.1723421098791194
anchor,0.18655191162268706
regions,0.17769050214091153
we,0.17604708447514594
identified,0.19930824521529503
are,0.13626166792425765
conserved,0.13939722342327077
across,0.1054851474900715
"species,",0.11858445514210161
influence,0.17567849276892195
gene,0.16517555013486648
"expression,",0.21161965244862294
and,0.24101282154194087
are,0.1884915336649355
a,0.20774407421634963
frequent,0.1878230102908961
site,0.15408172242712656
of,0.12417373336840658
mutations,0.1265185877285254
in,0.1503442792077583
cancer,0.11812547626941723
"cells,",0.13647794160140259
underscoring,0.10583838827242668
their,0.06171980380560949
functional,0.07048791665063034
importance,0.07924935450449079
in,0.063969117449655
cellular,0.1012227216961024
regulation.,0.08446396036254246
These,0.09168697601317591
3D,0.060100547543739134
regulatory,0.03430795723535946
maps,0.046669354148035844
of,0.038857055452374036
human,0.04635687893075392
pluripotent,0.028008452006727684
cells,0.03947643943286546
therefore,0.045282995833883524
provide,0.03159374830710145
a,0.03185139982596124
foundation,0.03060445719522361
for,0.03272476004307403
future,0.02856465686741074
interrogation,0.03317622526207039
of,0.027892130458730797
the,0.02438718818927375
relationships,0.025113298229495925
between,0.018538867211453557
chromosome,0.029469089483494772
structure,0.02527711260911635
and,0.01884384730955408
gene,0.02003055130785792
control,0.02210888647439838
in,0.02737374323976565
development,0.02914735586441076
and,0.02092741970319349
disease.,0.01477665482338652
One,0.014529050933646115
hypothesis,0.015829309432691865
that,0.009973943760580474
couples,0.010785755303189391
infection,0.011896135006854847
with,0.00929355001268446
autoimmune,0.00541653613589553
disease,0.007599733567960259
is,0.009566851481268467
molecular,0.01302019751397859
mimicry.,0.020741927125398574
Molecular,0.09834732395789035
mimicry,0.11332227335405629
is,0.08751782858004029
characterized,0.12212741195966932
by,0.12539736670163731
an,0.1130845982209306
immune,0.10592818360586792
response,0.14868733597026737
to,0.13380341521521738
an,0.10841856027013319
environmental,0.11327662051866665
agent,0.1453931753503336
that,0.12917284577265972
cross-reacts,0.20891545481586202
with,0.13624902714586098
a,0.09577476216442839
host,0.10016831816527225
"antigen,",0.09705864099426634
resulting,0.12052876491201088
in,0.12227909128683212
disease.,0.028208880302816697
This,0.005165706594132169
hypothesis,0.005520668590670673
has,0.004781260835816348
been,0.004181973878693517
implicated,0.005517148595303057
in,0.005481039172304924
the,0.006726242586952656
pathogenesis,0.003855239973434079
of,0.00600727763829142
"diabetes,",0.00420161336035264
lupus,0.007029734729073147
and,0.006193453867128381
multiple,0.003689418664157004
sclerosis,0.004039372261742315
(MS).,0.0035802413341887566
There,0.005952215787780051
is,0.004158271220858309
limited,0.0038784791600731255
direct,0.003438055595633767
evidence,0.004982612506899835
linking,0.0036548049163519767
causative,0.003037623657927637
agents,0.0026254634581584805
with,0.003285097051816999
pathogenic,0.0023928217621484427
immune,0.00224155055856699
reactions,0.0032052183708976218
in,0.0029604484982174344
these,0.0037267111423018137
diseases.,0.0026127991818273313
Our,0.009059687382992463
study,0.006664096784143562
establishes,0.0037916790852530764
a,0.0030217710830560043
clear,0.0030612390318690546
link,0.003896989534388953
between,0.0034707960585628503
viral,0.004187895677786721
"infection,",0.003695463608038624
autoimmunity,0.0024288265734873347
and,0.003657943892558609
neurological,0.003178076435653788
disease,0.002985295249265101
in,0.0039007988698640758
humans.,0.004047202811749551
